Category,Item,Age,Year,Value
Housing,Rented dwellings,25 and 34,2008,4734
Housing,Rented dwellings,25 and 34,2009,4877
Housing,Rented dwellings,25 and 34,2010,4989
Housing,Rented dwellings,25 and 34,2011,5338
Housing,Rented dwellings,25 and 34,2012,5603
Housing,Rented dwellings,35 and 44,2003,2315
Housing,Rented dwellings,35 and 44,2004,2450
Housing,Rented dwellings,35 and 44,2005,2473
Housing,Rented dwellings,35 and 44,2006,2938
Housing,Rented dwellings,35 and 44,2007,2849
Housing,Rented dwellings,35 and 44,2008,3013
Housing,Rented dwellings,35 and 44,2009,3328
Housing,Rented dwellings,35 and 44,2010,3475
Housing,Rented dwellings,35 and 44,2011,3714
Housing,Rented dwellings,35 and 44,2012,3691
Housing,Rented dwellings,45 and 54,2003,1656
Housing,Rented dwellings,45 and 54,2004,1636
Housing,Rented dwellings,45 and 54,2005,1826
Housing,Rented dwellings,45 and 54,2006,2064
Housing,Rented dwellings,45 and 54,2007,2055
Housing,Rented dwellings,45 and 54,2008,2037
Housing,Rented dwellings,45 and 54,2009,2369
Housing,Rented dwellings,45 and 54,2010,2493
Housing,Rented dwellings,45 and 54,2011,2582
Housing,Rented dwellings,45 and 54,2012,2712
Housing,Rented dwellings,55 and 64,2003,1179
Housing,Rented dwellings,55 and 64,2004,1169
Housing,Rented dwellings,55 and 64,2005,1290
Housing,Rented dwellings,55 and 64,2006,1460
Housing,Rented dwellings,55 and 64,2007,1539
Housing,Rented dwellings,55 and 64,2008,1607
Housing,Rented dwellings,55 and 64,2009,1570
Housing,Rented dwellings,55 and 64,2010,1689
Housing,Rented dwellings,55 and 64,2011,1784
Housing,Rented dwellings,55 and 64,2012,1788
Housing,Rented dwellings,65 and 74,2003,1045
Housing,Rented dwellings,65 and 74,2004,1123
Housing,Rented dwellings,65 and 74,2005,1140
Housing,Rented dwellings,65 and 74,2006,1191
Housing,Rented dwellings,65 and 74,2007,1277
Housing,Rented dwellings,65 and 74,2008,1294
Housing,Rented dwellings,65 and 74,2009,1320
Housing,Rented dwellings,65 and 74,2010,1275
Housing,Rented dwellings,65 and 74,2011,1234
Housing,Rented dwellings,65 and 74,2012,1557
Housing,Rented dwellings,75 and over,2003,1619
Housing,Rented dwellings,75 and over,2004,1655
Housing,Rented dwellings,75 and over,2005,1850
Housing,Rented dwellings,75 and over,2006,2090
Housing,Rented dwellings,75 and over,2007,2020
Housing,Rented dwellings,75 and over,2008,2057
Housing,Rented dwellings,75 and over,2009,2202
Housing,Rented dwellings,75 and over,2010,1783
Housing,Rented dwellings,75 and over,2011,1772
Housing,Rented dwellings,75 and over,2012,2162
Housing,"Small appliances, misc. housewares",0 to 25,2003,48
Housing,"Small appliances, misc. housewares",0 to 25,2004,62
Housing,"Small appliances, misc. housewares",0 to 25,2005,68
Housing,"Small appliances, misc. housewares",0 to 25,2006,52
Housing,"Small appliances, misc. housewares",0 to 25,2007,59
Housing,"Small appliances, misc. housewares",0 to 25,2008,49
Housing,"Small appliances, misc. housewares",0 to 25,2009,39
Housing,"Small appliances, misc. housewares",0 to 25,2010,45
Housing,"Small appliances, misc. housewares",0 to 25,2011,77
Housing,"Small appliances, misc. housewares",0 to 25,2012,50
Housing,"Small appliances, misc. housewares",25 and 34,2003,69
Housing,"Small appliances, misc. housewares",25 and 34,2004,104
Housing,"Small appliances, misc. housewares",25 and 34,2005,89
Housing,"Small appliances, misc. housewares",25 and 34,2006,109
Housing,"Small appliances, misc. housewares",25 and 34,2007,103
Housing,"Small appliances, misc. housewares",25 and 34,2008,85
Housing,"Small appliances, misc. housewares",25 and 34,2009,88
Housing,"Small appliances, misc. housewares",25 and 34,2010,97
Housing,"Small appliances, misc. housewares",25 and 34,2011,77
Housing,"Small appliances, misc. housewares",25 and 34,2012,89
Housing,"Small appliances, misc. housewares",35 and 44,2003,92
Housing,"Small appliances, misc. housewares",35 and 44,2004,97
Housing,"Small appliances, misc. housewares",35 and 44,2005,100
Housing,"Small appliances, misc. housewares",35 and 44,2006,113
Housing,"Small appliances, misc. housewares",35 and 44,2007,110
Housing,"Small appliances, misc. housewares",35 and 44,2008,97
Housing,"Small appliances, misc. housewares",35 and 44,2009,96
Housing,"Small appliances, misc. housewares",35 and 44,2010,105
Housing,"Small appliances, misc. housewares",35 and 44,2011,93
Housing,"Small appliances, misc. housewares",35 and 44,2012,90
Housing,"Small appliances, misc. housewares",45 and 54,2003,111
Housing,"Small appliances, misc. housewares",45 and 54,2004,125
Housing,"Small appliances, misc. housewares",45 and 54,2005,124
Housing,"Small appliances, misc. housewares",45 and 54,2006,149
Housing,"Small appliances, misc. housewares",45 and 54,2007,115
Housing,"Small appliances, misc. housewares",45 and 54,2008,130
Housing,"Small appliances, misc. housewares",45 and 54,2009,103
Housing,"Small appliances, misc. housewares",45 and 54,2010,112
Housing,"Small appliances, misc. housewares",45 and 54,2011,98
Housing,"Small appliances, misc. housewares",45 and 54,2012,104
Housing,"Small appliances, misc. housewares",55 and 64,2003,127
Housing,"Small appliances, misc. housewares",55 and 64,2004,130
Housing,"Small appliances, misc. housewares",55 and 64,2005,140
Housing,"Small appliances, misc. housewares",55 and 64,2006,111
Housing,"Small appliances, misc. housewares",55 and 64,2007,92
Housing,"Small appliances, misc. housewares",55 and 64,2008,161
Housing,"Small appliances, misc. housewares",55 and 64,2009,110
Housing,"Small appliances, misc. housewares",55 and 64,2010,149
Housing,"Small appliances, misc. housewares",55 and 64,2011,89
Housing,"Small appliances, misc. housewares",55 and 64,2012,150
Housing,"Small appliances, misc. housewares",65 and 74,2003,79
Housing,"Small appliances, misc. housewares",65 and 74,2004,109
Housing,"Small appliances, misc. housewares",65 and 74,2005,120
Housing,"Small appliances, misc. housewares",65 and 74,2006,98
Housing,"Small appliances, misc. housewares",65 and 74,2007,115
Housing,"Small appliances, misc. housewares",65 and 74,2008,133
Housing,"Small appliances, misc. housewares",65 and 74,2009,121
Housing,"Small appliances, misc. housewares",65 and 74,2010,118
Housing,"Small appliances, misc. housewares",65 and 74,2011,124
Housing,"Small appliances, misc. housewares",65 and 74,2012,101
Housing,"Small appliances, misc. housewares",75 and over,2003,47
Housing,"Small appliances, misc. housewares",75 and over,2004,71
Housing,"Small appliances, misc. housewares",75 and over,2005,68
Housing,"Small appliances, misc. housewares",75 and over,2006,58
Housing,"Small appliances, misc. housewares",75 and over,2007,79
Housing,"Small appliances, misc. housewares",75 and over,2008,96
Housing,"Small appliances, misc. housewares",75 and over,2009,57
Housing,"Small appliances, misc. housewares",75 and over,2010,64
Housing,"Small appliances, misc. housewares",75 and over,2011,55
Housing,"Small appliances, misc. housewares",75 and over,2012,48
Food,Sugar and other sweets,0 to 25,2003,61
Food,Sugar and other sweets,0 to 25,2004,54
Food,Sugar and other sweets,0 to 25,2005,60
Food,Sugar and other sweets,0 to 25,2006,69
Food,Sugar and other sweets,0 to 25,2007,69
Food,Sugar and other sweets,0 to 25,2008,79
Food,Sugar and other sweets,0 to 25,2009,88
Food,Sugar and other sweets,0 to 25,2010,63
Food,Sugar and other sweets,0 to 25,2011,78
Food,Sugar and other sweets,0 to 25,2012,91
Food,Sugar and other sweets,25 and 34,2003,102
Food,Sugar and other sweets,25 and 34,2004,113
Food,Sugar and other sweets,25 and 34,2005,91
Food,Sugar and other sweets,25 and 34,2006,95
Food,Sugar and other sweets,25 and 34,2007,100
Food,Sugar and other sweets,25 and 34,2008,103
Food,Sugar and other sweets,25 and 34,2009,112
Food,Sugar and other sweets,25 and 34,2010,111
Food,Sugar and other sweets,25 and 34,2011,112
Food,Sugar and other sweets,25 and 34,2012,135
Food,Sugar and other sweets,35 and 44,2003,147
Food,Sugar and other sweets,35 and 44,2004,146
Food,Sugar and other sweets,35 and 44,2005,144
Food,Sugar and other sweets,35 and 44,2006,145
Food,Sugar and other sweets,35 and 44,2007,151
Food,Sugar and other sweets,35 and 44,2008,154
Food,Sugar and other sweets,35 and 44,2009,162
Food,Sugar and other sweets,35 and 44,2010,154
Food,Sugar and other sweets,35 and 44,2011,179
Food,Sugar and other sweets,35 and 44,2012,170
Food,Sugar and other sweets,45 and 54,2003,141
Food,Sugar and other sweets,45 and 54,2004,162
Food,Sugar and other sweets,45 and 54,2005,142
Food,Sugar and other sweets,45 and 54,2006,156
Food,Sugar and other sweets,45 and 54,2007,150
Food,Sugar and other sweets,45 and 54,2008,149
Food,Sugar and other sweets,45 and 54,2009,170
Food,Sugar and other sweets,45 and 54,2010,162
Food,Sugar and other sweets,45 and 54,2011,163
Food,Sugar and other sweets,45 and 54,2012,163
Food,Sugar and other sweets,55 and 64,2003,125
Food,Sugar and other sweets,55 and 64,2004,137
Food,Sugar and other sweets,55 and 64,2005,129
Food,Sugar and other sweets,55 and 64,2006,121
Food,Sugar and other sweets,55 and 64,2007,119
Food,Sugar and other sweets,55 and 64,2008,135
Food,Sugar and other sweets,55 and 64,2009,147
Food,Sugar and other sweets,55 and 64,2010,138
Food,Sugar and other sweets,55 and 64,2011,152
Food,Sugar and other sweets,55 and 64,2012,160
Food,Sugar and other sweets,65 and 74,2003,111
Food,Sugar and other sweets,65 and 74,2004,127
Food,Sugar and other sweets,65 and 74,2005,118
Food,Sugar and other sweets,65 and 74,2006,129
Food,Sugar and other sweets,65 and 74,2007,136
Food,Sugar and other sweets,65 and 74,2008,132
Food,Sugar and other sweets,65 and 74,2009,138
Food,Sugar and other sweets,65 and 74,2010,130
Food,Sugar and other sweets,65 and 74,2011,144
Food,Sugar and other sweets,65 and 74,2012,141
Food,Sugar and other sweets,75 and over,2003,89
Food,Sugar and other sweets,75 and over,2004,91
Food,Sugar and other sweets,75 and over,2005,95
Food,Sugar and other sweets,75 and over,2006,107
Food,Sugar and other sweets,75 and over,2007,99
Food,Sugar and other sweets,75 and over,2008,107
Food,Sugar and other sweets,75 and over,2009,115
Food,Sugar and other sweets,75 and over,2010,99
Food,Sugar and other sweets,75 and over,2011,128
Food,Sugar and other sweets,75 and over,2012,114
Tobacco,Tobacco products and smoking supplies,0 to 25,2003,230
Tobacco,Tobacco products and smoking supplies,0 to 25,2004,236
Tobacco,Tobacco products and smoking supplies,0 to 25,2005,308
Tobacco,Tobacco products and smoking supplies,0 to 25,2006,286
Tobacco,Tobacco products and smoking supplies,0 to 25,2007,290
Tobacco,Tobacco products and smoking supplies,0 to 25,2008,251
Tobacco,Tobacco products and smoking supplies,0 to 25,2009,330
Tobacco,Tobacco products and smoking supplies,0 to 25,2010,283
Tobacco,Tobacco products and smoking supplies,0 to 25,2011,256
Tobacco,Tobacco products and smoking supplies,0 to 25,2012,262
Tobacco,Tobacco products and smoking supplies,25 and 34,2003,285
Tobacco,Tobacco products and smoking supplies,25 and 34,2004,283
Tobacco,Tobacco products and smoking supplies,25 and 34,2005,307
Tobacco,Tobacco products and smoking supplies,25 and 34,2006,318
Tobacco,Tobacco products and smoking supplies,25 and 34,2007,331
Tobacco,Tobacco products and smoking supplies,25 and 34,2008,298
Tobacco,Tobacco products and smoking supplies,25 and 34,2009,368
Tobacco,Tobacco products and smoking supplies,25 and 34,2010,362
Tobacco,Tobacco products and smoking supplies,25 and 34,2011,378
Tobacco,Tobacco products and smoking supplies,25 and 34,2012,351
Tobacco,Tobacco products and smoking supplies,35 and 44,2003,312
Tobacco,Tobacco products and smoking supplies,35 and 44,2004,350
Tobacco,Tobacco products and smoking supplies,35 and 44,2005,357
Tobacco,Tobacco products and smoking supplies,35 and 44,2006,354
Tobacco,Tobacco products and smoking supplies,35 and 44,2007,379
Tobacco,Tobacco products and smoking supplies,35 and 44,2008,354
Tobacco,Tobacco products and smoking supplies,35 and 44,2009,417
Tobacco,Tobacco products and smoking supplies,35 and 44,2010,358
Tobacco,Tobacco products and smoking supplies,35 and 44,2011,343
Tobacco,Tobacco products and smoking supplies,35 and 44,2012,358
Tobacco,Tobacco products and smoking supplies,45 and 54,2003,385
Tobacco,Tobacco products and smoking supplies,45 and 54,2004,375
Tobacco,Tobacco products and smoking supplies,45 and 54,2005,427
Tobacco,Tobacco products and smoking supplies,45 and 54,2006,433
Tobacco,Tobacco products and smoking supplies,45 and 54,2007,388
Tobacco,Tobacco products and smoking supplies,45 and 54,2008,437
Tobacco,Tobacco products and smoking supplies,45 and 54,2009,513
Tobacco,Tobacco products and smoking supplies,45 and 54,2010,449
Tobacco,Tobacco products and smoking supplies,45 and 54,2011,465
Tobacco,Tobacco products and smoking supplies,45 and 54,2012,431
Tobacco,Tobacco products and smoking supplies,55 and 64,2003,337
Tobacco,Tobacco products and smoking supplies,55 and 64,2004,301
Tobacco,Tobacco products and smoking supplies,55 and 64,2005,336
Tobacco,Tobacco products and smoking supplies,55 and 64,2006,370
Tobacco,Tobacco products and smoking supplies,55 and 64,2007,353
Tobacco,Tobacco products and smoking supplies,55 and 64,2008,354
Tobacco,Tobacco products and smoking supplies,55 and 64,2009,410
Tobacco,Tobacco products and smoking supplies,55 and 64,2010,450
Tobacco,Tobacco products and smoking supplies,55 and 64,2011,401
Tobacco,Tobacco products and smoking supplies,55 and 64,2012,372
Tobacco,Tobacco products and smoking supplies,65 and 74,2003,219
Tobacco,Tobacco products and smoking supplies,65 and 74,2004,197
Tobacco,Tobacco products and smoking supplies,65 and 74,2005,228
Tobacco,Tobacco products and smoking supplies,65 and 74,2006,241
Tobacco,Tobacco products and smoking supplies,65 and 74,2007,243
Tobacco,Tobacco products and smoking supplies,65 and 74,2008,227
Tobacco,Tobacco products and smoking supplies,65 and 74,2009,275
Tobacco,Tobacco products and smoking supplies,65 and 74,2010,298
Tobacco,Tobacco products and smoking supplies,65 and 74,2011,289
Tobacco,Tobacco products and smoking supplies,65 and 74,2012,249
Tobacco,Tobacco products and smoking supplies,75 and over,2003,105
Tobacco,Tobacco products and smoking supplies,75 and over,2004,98
Tobacco,Tobacco products and smoking supplies,75 and over,2005,102
Tobacco,Tobacco products and smoking supplies,75 and over,2006,97
Tobacco,Tobacco products and smoking supplies,75 and over,2007,106
Tobacco,Tobacco products and smoking supplies,75 and over,2008,88
Tobacco,Tobacco products and smoking supplies,75 and over,2009,133
Tobacco,Tobacco products and smoking supplies,75 and over,2010,147
Tobacco,Tobacco products and smoking supplies,75 and over,2011,120
Tobacco,Tobacco products and smoking supplies,75 and over,2012,124
Entertainment,Audio and visual equipment and services,0 to 25,2003,463
Entertainment,Audio and visual equipment and services,0 to 25,2004,500
Entertainment,Audio and visual equipment and services,0 to 25,2005,631
Entertainment,Audio and visual equipment and services,0 to 25,2006,672
Entertainment,Audio and visual equipment and services,0 to 25,2007,726
Entertainment,Audio and visual equipment and services,0 to 25,2008,681
Entertainment,Audio and visual equipment and services,0 to 25,2009,574
Entertainment,Audio and visual equipment and services,0 to 25,2010,595
Entertainment,Audio and visual equipment and services,0 to 25,2011,608
Entertainment,Audio and visual equipment and services,0 to 25,2012,588
Entertainment,Audio and visual equipment and services,25 and 34,2003,780
Entertainment,Audio and visual equipment and services,25 and 34,2004,843
Entertainment,Audio and visual equipment and services,25 and 34,2005,943
Entertainment,Audio and visual equipment and services,25 and 34,2006,969
Entertainment,Audio and visual equipment and services,25 and 34,2007,1034
Entertainment,Audio and visual equipment and services,25 and 34,2008,1105
Entertainment,Audio and visual equipment and services,25 and 34,2009,1018
Entertainment,Audio and visual equipment and services,25 and 34,2010,965
Entertainment,Audio and visual equipment and services,25 and 34,2011,948
Entertainment,Audio and visual equipment and services,25 and 34,2012,951
Entertainment,Audio and visual equipment and services,35 and 44,2003,874
Entertainment,Audio and visual equipment and services,35 and 44,2004,921
